ID,Full Name,name_strict,strict_key,is_strict_dup,strict_group_size
400,Lucía Ruiz Moreno,lucia ruiz moreno,lucia ruiz moreno,False,1
401,Luis Gómez,luis gomez,luis gomez,False,7
402,José Ruiz Gómez,jose ruiz gomez,jose ruiz gomez,False,1
403,Carlos Hernández,carlos hernandez,carlos hernandez,False,7
404,Carmen Hernández,carmen hernandez,carmen hernandez,False,8
405,Ana Martín González,ana martin gonzalez,ana martin gonzalez,False,2
406,Ana González Jiménez,ana gonzalez jimenez,ana gonzalez jimenez,False,1
407,Carmen Sánchez Muñoz,carmen sanchez munoz,carmen sanchez munoz,False,1
408,Pedro Martínez,pedro martinez,pedro martinez,True,7
409,Marta González,marta gonzalez,marta gonzalez,True,9
410,Elena Martín,elena martin,elena martin,False,8
411,Teresa Jiménez,teresa jimenez,teresa jimenez,False,6
412,José López Ruiz,jose lopez ruiz,jose lopez ruiz,False,3
413,Carlos Go%nzález,carlos go nzalez,carlos go nzalez,False,1
414,Pablo Martín,pablo martin,pablo martin,False,12
415,Javier Rodríguez,javier rodriguez,javier rodriguez,False,9
416,Isabel Díaz Álvarez,isabel diaz alvarez,isabel diaz alvarez,False,1
417,Luis Díaz Sánchez,luis diaz sanchez,luis diaz sanchez,False,1
418,Carlos Jiménez,carlos jimenez,carlos jimenez,True,5
419,Ana Fernández García,ana fernandez garcia,ana fernandez garcia,False,1
420,Sr. Elena López García,elena lopez garcia,elena lopez garcia,False,1
421,Sr. Javier Jiménez Alonso,javier jimenez alonso,javier jimenez alonso,False,1
422,Carmen Fernández,carmen fernandez,carmen fernandez,False,9
423,Isabel Hernández,isabel hernandez,isabel hernandez,False,2
424,Pedro Muñoz,pedro munoz,pedro munoz,False,3
425,Carmen Romero Martín,carmen romero martin,carmen romero martin,False,2
426,Fernando Sánchez,fernando sanchez,fernando sanchez,True,5
427,Tere$sa Romero,tere sa romero,tere sa romero,False,1
428,Pilar Alonso Fernández,pilar alonso fernandez,pilar alonso fernandez,False,1
429,Carlos Alonso,carlos alonso,carlos alonso,True,7
430,Pilar Gutiérrez,pilar gutierrez,pilar gutierrez,False,9
431,Pedro Martín,pedro martin,pedro martin,False,6
432,Luis Martín Moreno,luis martin moreno,luis martin moreno,False,1
433,Sr. Pilar Fernández Martín,pilar fernandez martin,pilar fernandez martin,True,4
434,Rafael Gutiérrez González,rafael gutierrez gonzalez,rafael gutierrez gonzalez,False,1
435,Elena Fernández,elena fernandez,elena fernandez,False,8
436,Pablo Pérez,pablo perez,pablo perez,False,5
437,Marta González,marta gonzalez,marta gonzalez,True,9
438,Teresa Gómez,teresa gomez,teresa gomez,False,6
439,Carlos   Hernández Fernández,carlos hernandez fernandez,carlos hernandez fernandez,False,1
440,Dr. Ana Moreno González,ana moreno gonzalez,ana moreno gonzalez,False,2
441,Marta Martín Romero,marta martin romero,marta martin romero,False,1
442,Sofía Alonso,sofia alonso,sofia alonso,True,11
443,María Jiménez,maria jimenez,maria jimenez,True,11
444,Rafael Rodríguez Hernández,rafael rodriguez hernandez,rafael rodriguez hernandez,False,1
445,Juan Díaz,juan diaz,juan diaz,True,6
446,Pablo Ruiz,pablo ruiz,pablo ruiz,False,9
447,Francisco Gutiérrez,francisco gutierrez,francisco gutierrez,True,10
448,Sofía Ruiz,sofia ruiz,sofia ruiz,False,9
449,María Alonso Gutiérrez,maria alonso gutierrez,maria alonso gutierrez,False,2
450,Lucía Romero,lucia romero,lucia romero,False,5
451,Carlos Fernández Martín,carlos fernandez martin,carlos fernandez martin,False,1
452,Juan González,juan gonzalez,juan gonzalez,False,7
453,Mg. Fernando González Fernández,mg fernando gonzalez fernandez,mg fernando gonzalez fernandez,False,1
454,Carmen   Muñoz Alonso,carmen munoz alonso,carmen munoz alonso,False,2
455,Sra. Pilar Alonso Ruiz,pilar alonso ruiz,pilar alonso ruiz,False,2
456,Javier Díaz Fernández,javier diaz fernandez,javier diaz fernandez,False,2
457,Elena González Ruiz,elena gonzalez ruiz,elena gonzalez ruiz,False,1
458,José Muñoz Martín,jose munoz martin,jose munoz martin,False,1
459,Javier Gonzále~z,javier gonzale z,javier gonzale z,False,1
460,Ana Ruiz,ana ruiz,ana ruiz,False,4
461,Dr. Juan Alonso,juan alonso,juan alonso,True,10
462,Lucía Martín,lucia martin,lucia martin,True,8
463,Marta Muñoz,marta munoz,marta munoz,False,7
464,Sofía Rodríguez,sofia rodriguez,sofia rodriguez,False,6
465,Teresa Alonso,teresa alonso,teresa alonso,False,7
466,Marta Gómez,marta gomez,marta gomez,True,5
467,Ana Álvarez,ana alvarez,ana alvarez,False,8
468,Juan Rodríguez,juan rodriguez,juan rodriguez,False,7
469,Dr. Luis Moreno,luis moreno,luis moreno,True,7
470,Pilar Gutiérrez García,pilar gutierrez garcia,pilar gutierrez garcia,False,2
471,Carlos González Gutiérrez,carlos gonzalez gutierrez,carlos gonzalez gutierrez,False,1
472,Javier Ruiz González,javier ruiz gonzalez,javier ruiz gonzalez,False,2
473,Pilar González,pilar gonzalez,pilar gonzalez,True,7
474,Luis Gutiérrez,luis gutierrez,luis gutierrez,False,3
475,Sofía García,sofia garcia,sofia garcia,False,4
476,Sofía Ruiz,sofia ruiz,sofia ruiz,True,9
477,Francisco@ Muñoz Romero,francisco munoz romero,francisco munoz romero,False,1
478,Luis Hernández Martínez,luis hernandez martinez,luis hernandez martinez,False,2
479,Sr. Francisco Sánchez,francisco sanchez,francisco sanchez,True,6
480,Carlos Álvarez Álvarez,carlos alvarez alvarez,carlos alvarez alvarez,False,1
481,Fernando Moreno Martín,fernando moreno martin,fernando moreno martin,False,2
482,Teresa Sánchez Muñoz,teresa sanchez munoz,teresa sanchez munoz,False,1
483,Pedro Sánchez Rodríguez,pedro sanchez rodriguez,pedro sanchez rodriguez,False,1
484,Luis H~ernández,luis h ernandez,luis h ernandez,False,1
485,Pablo Pérez Álvarez,pablo perez alvarez,pablo perez alvarez,False,1
486,Marta Álvarez,marta alvarez,marta alvarez,False,6
487,Pilar González,pilar gonzalez,pilar gonzalez,True,7
488,José Rodríguez,jose rodriguez,jose rodriguez,True,6
489,Marta López Martín,marta lopez martin,marta lopez martin,False,1
490,Elena Romero Pérez,elena romero perez,elena romero perez,False,2
491,Pilar Martínez,pilar martinez,pilar martinez,False,5
492,Teresa Díaz Fernánd^ez,teresa diaz fernand ez,teresa diaz fernand ez,False,1
493,Rafael  Pérez,rafael perez,rafael perez,False,8
494,Carmen Rodríguez Jiménez,carmen rodriguez jimenez,carmen rodriguez jimenez,False,1
495,Pablo Sánchez Gómez,pablo sanchez gomez,pablo sanchez gomez,False,1
496,Col. Sofía Hernández Rodríguez,col sofia hernandez rodriguez,col sofia hernandez rodriguez,False,1
497,Luis Gómez,luis gomez,luis gomez,True,7
498,Carmen Gutiérrez Martínez,carmen gutierrez martinez,carmen gutierrez martinez,False,1
499,Francisco Gómez,francisco gomez,francisco gomez,True,5
500,Javier Ma#rtínez Rodríguez,javier ma rtinez rodriguez,javier ma rtinez rodriguez,False,1
501,Javier Fernández,javier fernandez,javier fernandez,True,9
502,Fernando Alonso Sánchez,fernando alonso sanchez,fernando alonso sanchez,False,1
503,Isabel Martínez,isabel martinez,isabel martinez,True,6
504,Isabel Pérez,isabel perez,isabel perez,False,7
505,Elena Fernández,elena fernandez,elena fernandez,True,8
506,Ana Romero Martínez,ana romero martinez,ana romero martinez,False,1
507,Pablo Jiménez Moreno,pablo jimenez moreno,pablo jimenez moreno,False,1
508,Pablo Sánchez,pablo sanchez,pablo sanchez,True,6
509,Sra. Ana Sánchez Díaz,ana sanchez diaz,ana sanchez diaz,False,1
510,Fernando Alonso Pérez,fernando alonso perez,fernando alonso perez,False,1
511,Javier Sánchez Gutiérrez,javier sanchez gutierrez,javier sanchez gutierrez,False,2
512,Pedro Ruiz Rodríguez,pedro ruiz rodriguez,pedro ruiz rodriguez,False,1
513,Sr. Isabel Muñoz Gutiérrez,isabel munoz gutierrez,isabel munoz gutierrez,False,1
514,Lic. Elena Martín Sánchez,elena martin sanchez,elena martin sanchez,False,2
515,Marta Muñoz,marta munoz,marta munoz,True,7
516,Rafael Moreno González,rafael moreno gonzalez,rafael moreno gonzalez,False,1
517,José Martín Ruiz,jose martin ruiz,jose martin ruiz,False,1
518,Sofía Sánchez,sofia sanchez,sofia sanchez,False,9
519,Luis Romero Álvarez,luis romero alvarez,luis romero alvarez,False,1
520,Carlos Ruiz,carlos ruiz,carlos ruiz,False,6
521,Juan Ruiz,juan ruiz,juan ruiz,True,5
522,José Jiménez Gómez,jose jimenez gomez,jose jimenez gomez,False,2
523,Pilar Ruiz Jiménez,pilar ruiz jimenez,pilar ruiz jimenez,False,1
524,Juan Pérez,juan perez,juan perez,False,8
525,Sr. Pedro Álvarez,pedro alvarez,pedro alvarez,True,6
526,Rafael Álvarez Hernández,rafael alvarez hernandez,rafael alvarez hernandez,False,1
527,Rafael Jiménez Martín,rafael jimenez martin,rafael jimenez martin,False,1
528,Teresa Hernández Pérez,teresa hernandez perez,teresa hernandez perez,False,1
529,Pedro Jiménez Martín,pedro jimenez martin,pedro jimenez martin,False,2
530,Sra. Marta González,marta gonzalez,marta gonzalez,True,9
531,Pablo Martín Pérez,pablo martin perez,pablo martin perez,False,1
532,Lucía Sánchez Jiménez,lucia sanchez jimenez,lucia sanchez jimenez,False,1
533,Mg. Marta Álvarez García,mg marta alvarez garcia,mg marta alvarez garcia,False,1
534,Marta Rodríguez Gómez,marta rodriguez gomez,marta rodriguez gomez,False,1
535,Isabel Ruiz,isabel ruiz,isabel ruiz,False,7
536,Sofía González,sofia gonzalez,sofia gonzalez,False,5
537,Pedro Romero Sánchez,pedro romero sanchez,pedro romero sanchez,False,1
538,Lucía Moreno Martínez,lucia moreno martinez,lucia moreno martinez,False,1
539,María Rodríguez González,maria rodriguez gonzalez,maria rodriguez gonzalez,True,2
540,Pedro García,pedro garcia,pedro garcia,True,7
541,José Ruiz Muñoz,jose ruiz munoz,jose ruiz munoz,False,1
542,Luis Sánchez Gutiérrez,luis sanchez gutierrez,luis sanchez gutierrez,False,1
543,Sra. Pilar Jiménez,pilar jimenez,pilar jimenez,True,7
544,María Gutiérrez Romero,maria gutierrez romero,maria gutierrez romero,False,1
545,Pedro Moreno,pedro moreno,pedro moreno,False,9
546,María Martínez,maria martinez,maria martinez,True,11
547,Mg. Ana Álvarez,mg ana alvarez,mg ana alvarez,False,1
548,Ana Sánchez López,ana sanchez lopez,ana sanchez lopez,False,1
549,Sra. Marta Hernández,marta hernandez,marta hernandez,True,9
550,Fernando Pérez,fernando perez,fernando perez,False,6
551,José Muñoz Álvarez,jose munoz alvarez,jose munoz alvarez,False,1
552,Col. Juan Álvarez,col juan alvarez,col juan alvarez,False,1
553,Pablo Díaz,pablo diaz,pablo diaz,True,6
554,Francisco Hernández,francisco hernandez,francisco hernandez,False,6
555,Luis López Alonso,luis lopez alonso,luis lopez alonso,False,1
556,Carmen   Sánchez,carmen sanchez,carmen sanchez,False,8
557,Elena Fernández García,elena fernandez garcia,elena fernandez garcia,False,1
558,Elena   Ruiz,elena ruiz,elena ruiz,True,6
559,Juan González Gutiérrez,juan gonzalez gutierrez,juan gonzalez gutierrez,False,1
560,Fernando Rodríguez Sánchez,fernando rodriguez sanchez,fernando rodriguez sanchez,False,1
561,Luis López,luis lopez,luis lopez,False,9
562,Rafael Romero,rafael romero,rafael romero,True,7
563,Isabel Moreno,isabel moreno,isabel moreno,False,5
564,José López,jose lopez,jose lopez,False,5
565,Pilar Moreno,pilar moreno,pilar moreno,True,8
566,Pablo Martín,pablo martin,pablo martin,True,12
567,Pedro Romero,pedro romero,pedro romero,False,8
568,Francisco Muñoz Martín,francisco munoz martin,francisco munoz martin,False,1
569,Francisco Martínez Sánchez,francisco martinez sanchez,francisco martinez sanchez,False,1
570,Luis López,luis lopez,luis lopez,True,9
571,Fernando Díaz Alonso,fernando diaz alonso,fernando diaz alonso,False,2
572,Sofía Pérez Díaz,sofia perez diaz,sofia perez diaz,False,1
573,Javier Gutiérrez,javier gutierrez,javier gutierrez,True,9
574,Francisco Alonso,francisco alonso,francisco alonso,False,10
575,Carlos Díaz,carlos diaz,carlos diaz,False,9
576,Luis Muñoz,luis munoz,luis munoz,False,6
577,Carlos Fernández Fernández,carlos fernandez fernandez,carlos fernandez fernandez,False,1
578,Carmen Álvarez Fernández,carmen alvarez fernandez,carmen alvarez fernandez,False,1
579,José Fernández,jose fernandez,jose fernandez,True,9
580,Elena Álvarez,elena alvarez,elena alvarez,False,5
581,Javier Fernández Hernández,javier fernandez hernandez,javier fernandez hernandez,True,2
582,Rafael Jiménez Martínez,rafael jimenez martinez,rafael jimenez martinez,False,2
583,Carmen López,carmen lopez,carmen lopez,False,3
584,Pedro Díaz,pedro diaz,pedro diaz,True,4
585,Teresa Gutiérrez Sánchez,teresa gutierrez sanchez,teresa gutierrez sanchez,False,1
586,Lucía Muñoz,lucia munoz,lucia munoz,False,3
587,Col. Juan Díaz López,col juan diaz lopez,col juan diaz lopez,False,1
588,Sofía Jiménez González,sofia jimenez gonzalez,sofia jimenez gonzalez,False,1
589,Javier Jiménez Martínez,javier jimenez martinez,javier jimenez martinez,False,1
590,Elena Sánchez Gómez,elena sanchez gomez,elena sanchez gomez,False,1
591,Pablo Alonso,pablo alonso,pablo alonso,True,9
592,Ana González Hernández,ana gonzalez hernandez,ana gonzalez hernandez,False,1
593,Dr. Carlos Rodríguez,carlos rodriguez,carlos rodriguez,True,5
594,Isabel Jiménez Pérez,isabel jimenez perez,isabel jimenez perez,False,1
595,Isabel López Gutiérrez,isabel lopez gutierrez,isabel lopez gutierrez,False,1
596,Carmen Moreno,carmen moreno,carmen moreno,False,7
597,Sofía Garcí$a Pérez,sofia garci a perez,sofia garci a perez,False,1
598,Rafael Martín Fernández,rafael martin fernandez,rafael martin fernandez,False,1
599,Pilar Martín González,pilar martin gonzalez,pilar martin gonzalez,False,1
600,Fernando García,fernando garcia,fernando garcia,False,10
601,Elena Jiménez Gutiérrez,elena jimenez gutierrez,elena jimenez gutierrez,False,1
602,Luis Fernández,luis fernandez,luis fernandez,False,9
603,Luis Ruiz,luis ruiz,luis ruiz,False,7
604,Luis Muñoz,luis munoz,luis munoz,True,6
605,Marta García López,marta garcia lopez,marta garcia lopez,False,2
606,Juan González,juan gonzalez,juan gonzalez,True,7
607,Fernando Martín,fernando martin,fernando martin,False,7
608,Isabel Muñoz,isabel munoz,isabel munoz,False,10
609,Lucía   López,lucia lopez,lucia lopez,True,7
610,Elena Alonso,elena alonso,elena alonso,False,6
611,Fernando Álvarez Moreno,fernando alvarez moreno,fernando alvarez moreno,False,2
612,Teresa Gutiérrez,teresa gutierrez,teresa gutierrez,True,8
613,Col. José Moreno,col jose moreno,col jose moreno,False,1
614,José Pérez Gómez,jose perez gomez,jose perez gomez,False,1
615,Francisco Gómez Martínez,francisco gomez martinez,francisco gomez martinez,False,1
616,Col. José Álvarez,col jose alvarez,col jose alvarez,False,1
617,Rafael Álvarez Ruiz,rafael alvarez ruiz,rafael alvarez ruiz,False,2
618,Pilar Álvarez Jiménez,pilar alvarez jimenez,pilar alvarez jimenez,False,2
619,Carmen Pérez,carmen perez,carmen perez,False,8
620,Mg. Marta Hernández,mg marta hernandez,mg marta hernandez,False,1
621,Isabel López,isabel lopez,isabel lopez,True,9
622,Teresa González Díaz,teresa gonzalez diaz,teresa gonzalez diaz,False,2
623,Javier García,javier garcia,javier garcia,False,5
624,Teresa López,teresa lopez,teresa lopez,False,4
625,José García,jose garcia,jose garcia,True,5
626,Ana Díaz,ana diaz,ana diaz,True,6
627,Javier Muñoz Álvarez,javier munoz alvarez,javier munoz alvarez,False,1
628,Pablo Romero Muñoz,pablo romero munoz,pablo romero munoz,False,1
629,Juan López,juan lopez,juan lopez,False,3
630,Fernando Romero,fernando romero,fernando romero,False,6
631,Francisco Ruiz,francisco ruiz,francisco ruiz,True,5
632,Pilar Muñoz Muñoz,pilar munoz munoz,pilar munoz munoz,False,1
633,Pablo Ruiz,pablo ruiz,pablo ruiz,True,9
634,María Gómez,maria gomez,maria gomez,False,4
635,José Gómez Pérez,jose gomez perez,jose gomez perez,False,2
636,José Romero,jose romero,jose romero,False,6
637,Lucía Moreno,lucia moreno,lucia moreno,False,8
638,Fernando Sánchez Hernández,fernando sanchez hernandez,fernando sanchez hernandez,False,2
639,Carmen Romero,carmen romero,carmen romero,True,8
640,Teresa Gutiérrez Fernández,teresa gutierrez fernandez,teresa gutierrez fernandez,False,1
641,Luis Pérez,luis perez,luis perez,False,6
642,Lic. Carlos Rodríguez López,carlos rodriguez lopez,carlos rodriguez lopez,False,1
643,José Álvarez Ruiz,jose alvarez ruiz,jose alvarez ruiz,False,1
644,M^arta Ruiz Muñoz,m arta ruiz munoz,m arta ruiz munoz,False,1
645,Sra. Javier González,javier gonzalez,javier gonzalez,True,7
646,Francisco González Fernández,francisco gonzalez fernandez,francisco gonzalez fernandez,False,1
647,Ana Alonso,ana alonso,ana alonso,True,6
648,Teresa Hernández Rodríguez,teresa hernandez rodriguez,teresa hernandez rodriguez,False,1
649,Teresa Romero Muñoz,teresa romero munoz,teresa romero munoz,False,2
650,Lucía Ruiz Fernández,lucia ruiz fernandez,lucia ruiz fernandez,False,1
651,Juan Hernández Gómez,juan hernandez gomez,juan hernandez gomez,False,1
652,Pedro Alonso García,pedro alonso garcia,pedro alonso garcia,False,2
653,Pilar Moreno,pilar moreno,pilar moreno,True,8
654,Sr. Juan Fernández,juan fernandez,juan fernandez,True,8
655,Pablo Gutiérrez,pablo gutierrez,pablo gutierrez,False,5
656,Dr. Luis González,luis gonzalez,luis gonzalez,False,6
657,Dr. Francisco Romero López,francisco romero lopez,francisco romero lopez,False,1
658,Rafael Martín,rafael martin,rafael martin,True,7
659,Carlos Gómez Sánchez,carlos gomez sanchez,carlos gomez sanchez,False,1
660,Rafael Martín,rafael martin,rafael martin,True,7
661,Isabel Muñoz,isabel munoz,isabel munoz,True,10
662,Marta González Ruiz,marta gonzalez ruiz,marta gonzalez ruiz,False,1
663,Pedro Moreno,pedro moreno,pedro moreno,True,9
664,Carmen Jiménez Gómez,carmen jimenez gomez,carmen jimenez gomez,False,1
665,Juan Rodríguez,juan rodriguez,juan rodriguez,True,7
666,Pedro Gutiérrez Jiménez,pedro gutierrez jimenez,pedro gutierrez jimenez,False,2
667,Lucía Romero,lucia romero,lucia romero,True,5
